id_expediente,id_contrato,id_renglon,marco_legal,tipo_proceso,fecha_sancion_normativa,fecha_publicacion_normativa,fecha_inicio_contrato,fecha_fin_contrato,item,descripcion_item,precio_unitario_item,moneda_precio_unitario_item,cantidad_item,unidad_medida_item,monto_total_renglon,monto_total_contrato,moneda_monto_contrato,monto_total_proceso,unidad_ejecutora,organismo_normativa,proveedor_razon_social,proveedor_cuit,URL
4941946/HGAT/2020,134.0,3.0,433/16,gasto,2020-02-07,2020-03-09,01-12-2019,31-12-2019,reparación deprocesadora Agfa mod CP 1000,reparación deprocesadora Agfa mod CP 1000,,,,,,11970.0,ARS,11970.0,"Hospital General de Agudos ""E: Tornú""",HOSPITAL GENERAL DE AGUDOS TORNU,jose l. morena,,https://boletinoficial.buenosaires.gob.ar/normativaba/norma/510562
15468272-2017-MGEYA-SSAPAC,143.0,1,433/16,gasto,2020-02-19,2020-02-26,01-01-2020,31-01-2020,Servicio deTraslado ,Servicio deTraslado de los Técnicos de Laboratorio,,,,,352000.0,352000.0,ARS,1280000.0,SUBSECRETARÍA ATENCIÓN PRIMARIA AMBULATORIA Y COMUNITARIA,SUBSECRETARÍA ATENCIÓN PRIMARIA AMBULATORIA Y COMUNITARIA,transportes el sol,,https://boletinoficial.buenosaires.gob.ar/normativaba/norma/509025
EE-2019-30311617-DGCTFS,144.0,1,433/16,gasto,2020-02-19,2020-03-05,01-09-2019,31-10-2019,Servicio externo de NutriciónEnteral y Parenteral,"Servicio externo de NutriciónEnteral y Parenteral, para beneficiarios INCLUIR SALUD",,,,,306479.22,306479.22,ARS,1347329.5,,DIRECCION GENERAL COORDINACION TECNOLOGIAS Y FINANCIAMIENTO EN SALUD,nutri home s.a,,https://boletinoficial.buenosaires.gob.ar/normativaba/norma/510183
EX-2020-308263-MGEYA-HGNRG,145.0,1,433/16,gasto,2020-02-20,2020-02-27,,,bolsa pararecolección de fluidos corporales,adquisición de bolsa pararecolección de fluidos corporales,,,,,39360.0,39360.0,ARS,39360.0,,HOSPITAL GENERAL DE NIÑOS R. GUTIERREZ,drogueria martorani s.a,,https://boletinoficial.buenosaires.gob.ar/normativaba/norma/509170
EE-2020-01566199-DGCTFS,146.0,1,433/16,gasto,2020-02-20,2020-03-05,01-12-2019,31-12-2019,Servicio de TRASLADOS ,"""Servicio de TRASLADOS parapacientes INCLUIR SALUD, cápita CABA""",27.94,ARS,,km,15925.8,15925.8,ARS,33807.4,,DIRECCION GENERAL COORDINACION TECNOLOGIAS Y FINANCIAMIENTO EN SALUD,victor gabriel taverna,20-14120424-7,https://boletinoficial.buenosaires.gob.ar/normativaba/norma/510184
EE-2020-01566433-DGCTFS,147.0,1,433/16,gasto,2020-02-20,2020-03-05,01-12-2019,31-12-2019,Servicio de TRASLADOS ,"""Servicio de TRASLADOS parapacientes INCLUIR SALUD, cápita CABA""",27.94,ARS,,km,16191.23,16191.23,ARS,34938.97,,DIRECCION GENERAL COORDINACION TECNOLOGIAS Y FINANCIAMIENTO EN SALUD,gonzalo cajida, 20-18471974-7,https://boletinoficial.buenosaires.gob.ar/normativaba/norma/510185
2019-32033958-GCABACGPMMVTE,148.0,1,433/16,gasto,2020-02-20,2020-03-05,01-11-2019,30-11-2019,Servicio de limpieza,Servicio de limpieza del Parque de laMemoria,,,,,135480.0,135480.0,ARS,270960.0,,CONSEJO DE GESTIÓN DEL PARQUE DE LA MEMORIA Y DEL MONUMENTO A LAS VÍCTIMAS DEL TERRORISMO DE ESTADO - LEY 3078,allin llimpu s.r.l,30-71428296-0,https://boletinoficial.buenosaires.gob.ar/normativaba/norma/510138
EX-2017-15468272-GCABA-SSAPAC,151.0,1,433/16,gasto,2020-02-28,2020-03-04,01-01-2020,31-01-2020,Servicio de TRASLADOS ,"traslado de los técnicos de laboratorio"" desde los HospitalesGenerales de Agudos: ""Dr. José María Penna"", ""Dr. P. Piñero"", ""Dr. C. Argerich"", y ""Dr.D. Santojanni"", hasta los CeSACs de las correspondientes Áreas Programáticas",,,,,352000.0,352000.0,ARS,352000.0,,SUBSECRETARÍA ATENCIÓN PRIMARIA AMBULATORIA Y COMUNITARIA,transportes el sol,27-16213814-1,https://boletinoficial.buenosaires.gob.ar/normativaba/norma/509956
EX-2020-06660063-DGATP,152.0,1.0,433/16,gasto,2020-02-28,2020-03-04,01-01-2020,31-01-2020,servicio de provisiónde medicamentos,servicio de provisiónde medicamentos a las víctimas de la tragedia de Cromañón y sus familiares ,,,,,,2989931.38,ARS,2989931.38,,SUBSECRETARÍA ATENCIÓN PRIMARIA AMBULATORIA Y COMUNITARIA,asociacion propietarios defarmacias argentinas (asofar),,https://boletinoficial.buenosaires.gob.ar/normativaba/norma/509957
EX-2020-06660063-DGATP,152.0,2.0,433/16,gasto,2020-02-28,2020-03-04,01-01-2020,31-01-2020,servicio de provisiónde medicamentos,servicio de provisión de medicamentos a pacientes del Programa Incluir Salud,,,,,,2989931.38,ARS,2989931.38,,SUBSECRETARÍA ATENCIÓN PRIMARIA AMBULATORIA Y COMUNITARIA,asociacion propietarios defarmacias argentinas (asofar),,https://boletinoficial.buenosaires.gob.ar/normativaba/norma/509957
EE-2020-04523226-GCABA-DGABS,153.0,1,433/16,gasto,2020-02-28,2020-03-04,,,INMUNOGLOBULINA HUMANA,"""Adquisición decuatrocientos (400) grs.- de INMUNOGLOBULINA HUMANA""",,,400.0,gr,1718400.0,1718400.0,ARS,1718400.0,,SUBSECRETARÍA ATENCIÓN PRIMARIA AMBULATORIA Y COMUNITARIA,medifarm s.a,,https://boletinoficial.buenosaires.gob.ar/normativaba/norma/509958
EE-2020-04511706-HGACD,154.0,1,433/16,gasto,2020-02-28,2020-03-04,,,Anticuerpos AntiAntígenos Leucocitarios Humanos,Anticuerpos AntiAntígenos Leucocitarios Humanos,,,,,1252595.0,1252595.0,ARS,1252595.0,Hospital General de Agudos Carlos Durand,SUBSECRETARÍA ATENCIÓN HOSPITALARIA,tecnolab s.a,,https://boletinoficial.buenosaires.gob.ar/normativaba/norma/509982
05758004-GCABA-HGAP/20,155.0,1,433/16,gasto,2020-02-28,2020-03-06,,,set de osteosíntesis placa volarpara radio distal,set de osteosíntesis placa volarpara radio distal,52500.0,ARS,1.0,u,52500.0,52500.0,ARS,52500.0,,HOSPITAL GENERAL DE AGUDOS JOSE MARIA PENNA,tecniprax s.r.l,,https://boletinoficial.buenosaires.gob.ar/normativaba/norma/510430
EE-2020-04403862-GCABA-DGABS,156.0,1,433/16,gasto,2020-02-28,2020-03-06,,,ALECTINIB 150 mg. - NNE9113218,ALECTINIB 150 mg. - NNE9113218,,,224.0,capsulas,287227.0,287227.0,ARS,287227.0,,DIRECCIÓN GENERAL ABASTECIMIENTO EN SALUD,prisal group s.a,,https://boletinoficial.buenosaires.gob.ar/normativaba/norma/510445
4704056-GCABA-DGTALPG/20,158.0,1,433/16,gasto,2020-03-02,2020-03-10,,,servicio de limpieza integral con provisión deinsumos,"limpieza integral con provisión deinsumos, su mantenimiento y de limpieza de vidrios en altura",,,,,3625160.0,3625160.0,ARS,3625160.0,,DIRECCIÓN GENERAL TÉCNICA ADMINISTRATIVA Y LEGAL - PG,la mantovana de servicios generales s.a,30-69605181-6,https://boletinoficial.buenosaires.gob.ar/normativaba/norma/510858
15468272-2017-MGEYA-SSAPAC,160.0,1.0,433/16,gasto,2020-03-04,2020-03-10,01-02-2020,29-02-2020,Servicio deTraslado jornada simple,Servicio deTraslado de los Técnicos de Laboratorio,4000.0,ARS,,,,288000.0,ARS,1280000.0,,SUBSECRETARÍA ATENCIÓN PRIMARIA AMBULATORIA Y COMUNITARIA,transportes el sol,,https://boletinoficial.buenosaires.gob.ar/normativaba/norma/510927
15468272-2017-MGEYA-SSAPAC,160.0,2.0,433/16,gasto,2020-03-04,2020-03-10,01-02-2020,29-02-2020,Servicio deTraslado jornada extendida,Servicio deTraslado de los Técnicos de Laboratorio,6000.0,ARS,,,,288000.0,ARS,1280000.0,,SUBSECRETARÍA ATENCIÓN PRIMARIA AMBULATORIA Y COMUNITARIA,transportes el sol,,https://boletinoficial.buenosaires.gob.ar/normativaba/norma/510927
2017-01040783-MGEYA-SSEMERG,163.0,1,433/16,gasto,2020-03-09,2020-03-12,01-01-2020,31-01-2020,"servicio de mantenimiento integral, preventivo, correctivo y a demandade la totalidad de las instalaciones eléctricas y del grupo electrógeno de 500 Kvamarca CETEC","servicio de mantenimiento integral, preventivo, correctivo y a demandade la totalidad de las instalaciones eléctricas y del grupo electrógeno de 500 Kvamarca CETEC",,,,,190000.0,190000.0,ARS,380000.0,Centro Único de Coordinación y Control(CUCC),SUBSECRETARIA DE EMERGENCIAS,gelencir montajes electricos s.r.l,,https://boletinoficial.buenosaires.gob.ar/normativaba/norma/511286
2020-08463019-MGEYA-SSEMERG,165.0,1,433/16,gasto,2020-03-10,2020-03-13,,,"servicio de análisis, evaluación y determinación definitiva de las fallasdel camión IVECO","servicio de análisis, evaluación y determinación definitiva de las fallasdel camión IVECO- dominio HAR-614, equipado con hidroelevador modelo BizzocchiKJF 320, para su posterior reparación",42350.0,ARS,,,42350.0,42350.0,ARS,42350.0,,SUBSECRETARIA DE EMERGENCIAS,detonica s.as.,,https://boletinoficial.buenosaires.gob.ar/normativaba/norma/511499
2017-01040783-MGEYA-SSEMERG,166.0,1,433/16,gasto,2020-03-10,2020-03-13,01-02-2020,29-02-2020,"servicio de mantenimiento integral, preventivo, correctivo y a demandade la totalidad de las instalaciones eléctricas y del grupo electrógeno de 500 Kvamarca CETEC","servicio de mantenimiento integral, preventivo, correctivo y a demandade la totalidad de las instalaciones eléctricas y del grupo electrógeno de 500 Kvamarca CETEC",,,,,190000.0,190000.0,ARS,380000.0,Centro Único de Coordinación y Control(CUCC),SUBSECRETARIA DE EMERGENCIAS,gelencir montajes electricos s.r.l,,https://boletinoficial.buenosaires.gob.ar/normativaba/norma/511500
3631973-MGEYA-,170.0,1,433/16,gasto,2020-03-11,2020-03-17,01-01-2020,29-02-2020,Servicio de soporte técnico parasistema de control de acceso,"Servicio de soporte técnico parasistema de control de acceso, visita y presentismo para los sitios y equipos dispuestosen la Ciudad Autónoma de Buenos Aires",206273.0,ARS,2.0,mes,412546.0,412546.0,ARS,412546.0,,DIRECCIÓN GENERAL DE INFRAESTRUCTURA - ASINF,prevent solution s.a,,https://boletinoficial.buenosaires.gob.ar/normativaba/norma/511834
ASINF-2018,172.0,1,433/16,gasto,2020-03-12,2020-03-16,01-01-2020,31-01-2020,Servicio de Limpieza General ,"""Servicio de Limpieza General enedificios sedes de esta Agencia de Sistemas de Información""",,,,,612400.0,612400.0,ARS,612400.0,,DIRECCIÓN GENERAL TÉCNICA ADMINISTRATIVA Y LEGAL - ASINF,gente de limpieza s.a,,https://boletinoficial.buenosaires.gob.ar/normativaba/norma/511630
EX-2020-8121053-GCABA-HGACD,173.0,1.0,433/16,gasto,2020-03-12,2020-03-17,,,Anticuerpos Antígenos LeucocitariosHumanos, Clase I ,,,,,,1252595.0,ARS,1252595.0,,HOSPITAL GENERAL DE AGUDOS CARLOS G. DURAND,tecnolab s.a,,https://boletinoficial.buenosaires.gob.ar/normativaba/norma/511852
EX-2020-8121053-GCABA-HGACD,173.0,2.0,433/16,gasto,2020-03-12,2020-03-17,,,Anticuerpos Antígenos LeucocitariosHumanos,Clase II,,,,,,1252595.0,ARS,1252595.0,,HOSPITAL GENERAL DE AGUDOS CARLOS G. DURAND,tecnolab s.a,,https://boletinoficial.buenosaires.gob.ar/normativaba/norma/511852
23563064-MGEYA-ASINF-2018,177.0,1,433/16,gasto,2020-03-16,2020-03-19,01-01-2020,29-02-2020,Servicios Profesionales deConsultoría ,"Servicios Profesionales deConsultoría para Soporte Correctivo y Mantenimiento Evolutivo Funcional deSoluciones Tecnológicas implementadas sobre Plataforma SAP (ERP, CRM, BW, PI,Mobile, HANA y PPM)",,,2.0,mes,900900.0,900900.0,,1376100.0,,DIRECCIÓN GENERAL DE INTEGRACIÓN DE SISTEMAS - ASINF,deloitte & co. s.a,,https://boletinoficial.buenosaires.gob.ar/normativaba/norma/512195
10269054-MGEYA-ASINF-2017,178.0,1,433/16,gasto,2020-03-16,2020-03-19,01-01-2020,31-01-2020,ServiciosProfesionales de Soporte,"Provisión de ServiciosProfesionales de Soporte, Mantenimiento Básico y Correctivo; y Servicios deDesarrollo para Mantenimiento Evolutivo de las Aplicaciones",,,,,1274928.0,1274928.0,ARS,1274928.0,,DIRECCIÓN GENERAL DE INTEGRACIÓN DE SISTEMAS - ASINF,everis argentina s.a,,https://boletinoficial.buenosaires.gob.ar/normativaba/norma/512196
EE-2020-03130743-DGCTFS,180.0,1,433/16,gasto,2020-03-12,2020-04-06,01-12-2019,31-12-2019,Servicio de TRASLADOS ,"Servicio de TRASLADOS parapacientes INCLUIR SALUD, cápita CABA",27.94,ARS,,km,39367.46,39367.46,ARS,57696.1,,DIRECCIÓN GENERAL ADMINISTRATIVA CONTABLE Y PRESUPUESTO,gabriel alberto zarza,20-20185958-2,https://boletinoficial.buenosaires.gob.ar/normativaba/norma/513730
EE-2019-30311617-DGCTFS,181.0,1,433/16,gasto,2020-03-12,2020-04-06,01-11-2019,31-12-2019,Servicio externo de NutriciónEnteral y Parenteral,"Servicio externo de NutriciónEnteral y Parenteral, para beneficiarios INCLUIR SALUD, cápita CABA",,,,,554365.91,554365.91,ARS,1347329.5,,DIRECCIÓN GENERAL ADMINISTRATIVA CONTABLE Y PRESUPUESTO,nutri home s.a,,https://boletinoficial.buenosaires.gob.ar/normativaba/norma/513728
EE-2020-06950402-DGCTFS,182.0,1.0,433/16,gasto,2020-03-12,2020-04-06,01-11-2019,31-12-2019,Servicio de residencia Asistida en Rehabilitación Psicosocial,"Servicio de residencia Asistida enRehabilitación Psicosocial, beneficiarios INCLUIR SALUD, cápita CABA",87500.0,ARS,2.0,mes,,224583.33,ARS,399583.32999999996,,DIRECCIÓN GENERAL ADMINISTRATIVA CONTABLE Y PRESUPUESTO,a.y.r.e.s. s.r.l,,https://boletinoficial.buenosaires.gob.ar/normativaba/norma/513729
EE-2020-06950402-DGCTFS,182.0,2.0,433/16,gasto,2020-03-12,2020-04-06,01-11-2019,31-12-2019,Servicio de residencia Asistida en Rehabilitación Psicosocial,"Servicio de residencia Asistida enRehabilitación Psicosocial, beneficiarios INCLUIR SALUD, cápita CABA",87500.0,ARS,2.0,mes,,224583.33,ARS,399583.32999999996,,DIRECCIÓN GENERAL ADMINISTRATIVA CONTABLE Y PRESUPUESTO,a.y.r.e.s. s.r.l,,https://boletinoficial.buenosaires.gob.ar/normativaba/norma/513729
7662653/HGAT/20,183.0,1.0,433/16,gasto,2020-03-16,2020-03-26,,, ceftazidime, ceftazidime,,,,,,266043.0,ARS,266043.0,,HOSPITAL GENERAL DE AGUDOS TORNU,rodolfo eduardo frisare s.a,,https://boletinoficial.buenosaires.gob.ar/normativaba/norma/512837
7662653/HGAT/20,183.0,2.0,433/16,gasto,2020-03-16,2020-03-26,,,avibactam,avibactam,,,,,,266043.0,ARS,266043.0,,HOSPITAL GENERAL DE AGUDOS TORNU,rodolfo eduardo frisare s.a,,https://boletinoficial.buenosaires.gob.ar/normativaba/norma/512837
5740719/HGAT/20,184.0,1.0,433/16,gasto,2020-03-16,2020-03-26,,,fenobarbital,fenobarbital,,,,,18500.0,18500.0,ARS,18500.0,,HOSPITAL GENERAL DE AGUDOS TORNU,alpha medical group s.r.l,,https://boletinoficial.buenosaires.gob.ar/normativaba/norma/512833
5830339/HGAT/20,185.0,1.0,433/16,gasto,2020-03-16,2020-03-26,,,reparación del centro de inclusión de parafina ,reparación del centro de inclusión de parafina ,,,,,27200.0,27200.0,ARS,27200.0,,HOSPITAL GENERAL DE AGUDOS TORNU,microinstrumental,,https://boletinoficial.buenosaires.gob.ar/normativaba/norma/512834
EE-2020-06545014-DGABS,186.0,1.0,433/16,gasto,2020-03-18,2020-04-06,,,VISMODEGIB de 150mg,VISMODEGIB de 150mg. - NNE 9113307,,,28.0,capsulas,452905.95,452905.95,ARS,452905.95,,DIRECCIÓN GENERAL ABASTECIMIENTO EN SALUD,suizo argentina s.a,,https://boletinoficial.buenosaires.gob.ar/normativaba/norma/513748
EE-2020-5279630-DGABS,187.0,1.0,433/16,gasto,2020-03-18,2020-04-06,,,TRAMETINIB 0.5 mg,TRAMETINIB 0.5 mg. (MEKINIST) - NNE 9112785,,,30.0,comprimidos,47220.0,47220.0,ARS,47220.0,,DIRECCIÓN GENERAL ABASTECIMIENTO EN SALUD,novartis argentina s.a,,https://boletinoficial.buenosaires.gob.ar/normativaba/norma/513749
EE-2020-06854136-DGABS,188.0,1.0,433/16,gasto,2020-03-18,2020-04-06,,,TRASTUZUMAB de 100 mg,TRASTUZUMAB de 100 mg. - NNE 9107330,,,2.0,ampollas,272990.0,272990.0,ARS,272990.0,,DIRECCIÓN GENERAL ABASTECIMIENTO EN SALUD,prisal group s.a,,https://boletinoficial.buenosaires.gob.ar/normativaba/norma/513750
2019-32033958-GCABACGPMMVTE,192.0,1,433/16,gasto,2020-03-20,2020-04-17,01-12-2019,31-12-2019,Servicio de limpieza ,Servicio de limpieza del Parque de la Memoria,135480.0,ARS,1.0,u,135480.0,135480.0,ARS,270960.0,,CONSEJO DE GESTIÓN DEL PARQUE DE LA MEMORIA Y DEL MONUMENTO A LAS VÍCTIMAS DEL TERRORISMO DE ESTADO - LEY 3078,allin llimpu s.r.l,30-71428296-0,https://boletinoficial.buenosaires.gob.ar/normativaba/norma/514956
2020-8436772-GCABA-HGAPP,194.0,1.0,433/16,gasto,2020-03-26,2020-04-01,,,Reparación Integral de FIBROBRONQUIOSCOPIO MODELO PENTAX F8-18V ,"Adquisición del servicio de Reparación Integral deFIBROBRONQUIOSCOPIO MODELO PENTAX F8-18V a favor de la firmaGASTROTEX S.R.L. por la suma de PESOS CATORCE MIL QUINIENTOS VEINTE ($14.520,-), para el servicio de Unidad de Terapia Intensiva",14520.0,ARS,1.0,u,14520.0,14520.0,ARS,14520.0,,HOSPITAL GENERAL DE AGUDOS PARMENIO PIÑERO,gastrotex s.r.l,30-70999442-1,https://boletinoficial.buenosaires.gob.ar/normativaba/norma/513187
EE-2020-05719767-DGABS,197.0,1.0,433/16,gasto,2020-03-26,2020-04-06,,,PALBOCICLIB 125 mg. -NNE 9108082,PALBOCICLIB 125 mg. -NNE 9108082,,,42.0,capsulas,366630.28,366630.28,ARS,372820.68,,DIRECCIÓN GENERAL ABASTECIMIENTO EN SALUD,prisal group s.a,,https://boletinoficial.buenosaires.gob.ar/normativaba/norma/513755
EE-2020-05719767-DGABS,408.0,2,433/16,gasto,2020-03-26,2020-04-06,,,"ETROZOL 2,5 mg. - NNE 9095663","ETROZOL 2,5 mg. - NNE 9095663",,,60.0,comprimidos,6190.4,6190.4,ARS,372820.68,,DIRECCIÓN GENERAL ABASTECIMIENTO EN SALUD,drogueria disval s.r.l,,https://boletinoficial.buenosaires.gob.ar/normativaba/norma/513755
EE-2020-08989670-DGSAM,198.0,1.0,433/16,gasto,2020-03-26,2020-04-06,01-02-2020,29-02-2020,,,,,,,66832.44,66832.44,ARS,66832.44,,DIRECCIÓN GENERAL DE SALUD MENTAL,centro de adicciones y rehabilitacion en sintomatologia s.r.l (a.y.r.e.s. s.r.l),,https://boletinoficial.buenosaires.gob.ar/normativaba/norma/513721
EE-2020-06242858-DGABS,199.0,1.0,433/16,gasto,2020-03-26,2020-04-06,,,ACETATO DEMEDROXIPROGESTERONA 500 mg. - NNE 9110550,ACETATO DEMEDROXIPROGESTERONA 500 mg. - NNE 9110550,,,60.0,comprimidos,7500.0,7500.0,ARS,7500.0,,DIRECCIÓN GENERAL ABASTECIMIENTO EN SALUD,medifarm s.a,,https://boletinoficial.buenosaires.gob.ar/normativaba/norma/513757
EE-2020-06885298-GCABA-DGABS,200.0,1.0,433/16,gasto,2020-03-26,2020-04-06,01-02-2020,29-02-2020,VEMURAFENIB 240 mg. - NNE 9108079,VEMURAFENIB 240 mg. - NNE 9108079,,,168.0,comprimidos,267014.16,267014.16,ARS,267014.16,,DIRECCIÓN GENERAL ABASTECIMIENTO EN SALUD,drogueria disval s.r.l,,https://boletinoficial.buenosaires.gob.ar/normativaba/norma/513758
EE-2020-05577583-GCABA-DGABS,201.0,1.0,433/16,gasto,2020-03-26,2020-04-06,01-02-2020,29-02-2020,RUXOLITINIB 5 mg. -NNE 8112610,RUXOLITINIB 5 mg. -NNE 8112610,,,60.0,comprimidos,,357417.0,ARS,357417.0,,DIRECCIÓN GENERAL ABASTECIMIENTO EN SALUD,drogueria disval s.r.l,,https://boletinoficial.buenosaires.gob.ar/normativaba/norma/513759
EE-2020-05577583-GCABA-DGABS,201.0,2.0,433/16,gasto,2020-03-26,2020-04-06,01-02-2020,29-02-2020,RUXOLITINIB 10 mg. - NNE 9112611,RUXOLITINIB 10 mg. - NNE 9112611,,,60.0,comprimidos,,357417.0,ARS,357417.0,,DIRECCIÓN GENERAL ABASTECIMIENTO EN SALUD,drogueria disval s.r.l,,https://boletinoficial.buenosaires.gob.ar/normativaba/norma/513759
EE-2020-08527545-MSGC,202.0,1.0,433/16,gasto,2020-03-26,2020-04-07,01-02-2020,29-02-2020,Servicio de Limpieza General e Integral,"Servicio de Limpieza General e Integral, en el Centro de Salud Mental N° 3 ""ArturoAmeghino""",474530.0,ARS,1.0,u,474530.0,474530.0,ARS,474530.0,,DIRECCIÓN GENERAL RECURSOS FÍSICOS EN SALUD,amb sur s.a,,https://boletinoficial.buenosaires.gob.ar/normativaba/norma/513871
EE-2020-07110025-DGABS,203.0,1.0,433/16,gasto,2020-03-27,2020-04-02,,,INMUNOGLOBULINA HUMANA,INMUNOGLOBULINA HUMANA inyectable en frasco ampolla GRIFOLS ARGENTINA S.A.),,,300.0,gr,,3436300.0,ARS,3436300.0,,SUBSECRETARÍA ATENCIÓN PRIMARIA AMBULATORIA Y COMUNITARIA,medifarm s.a,,https://boletinoficial.buenosaires.gob.ar/normativaba/norma/513370
EE-2020-07110025-DGABS,203.0,2.0,433/16,gasto,2020-03-27,2020-04-02,,,INMUNOGLOBULINA HUMANA,INMUNOGLOBULINA HUMANA inyectable en frasco ampolla 200) grs .(LABORATORIO VARIFARMA-OCTAGAM,,,200.0,gr,,3436300.0,ARS,3436300.0,,SUBSECRETARÍA ATENCIÓN PRIMARIA AMBULATORIA Y COMUNITARIA,medifarm s.a,,https://boletinoficial.buenosaires.gob.ar/normativaba/norma/513370
EE-2020-06869584-DGABS,204.0,1.0,433/16,gasto,2020-03-27,2020-04-02,,,ALECTINIB 150 mg. - NNE 9113218,ALECTINIB 150 mg. - NNE 9113218,,,224.0,capsulas,,289039.0,ARS,289039.0,,SUBSECRETARIA DE ADMINISTRACION DEL SISTEMA DE SALUD,prisal group s.a,,https://boletinoficial.buenosaires.gob.ar/normativaba/norma/513426
EX-2017-15468272-SSAPAC,205.0,1.0,433/16,gasto,2020-03-27,2020-04-02,01-02-2020,29-02-2020,Servicio deTraslado jornada simple,Servicio deTraslado de los Técnicos de Laboratorio,4000.0,ARS,,,,288000.0,ARS,624000.0,,SUBSECRETARÍA ATENCIÓN PRIMARIA AMBULATORIA Y COMUNITARIA,transportes el sol,27-16213814-1,https://boletinoficial.buenosaires.gob.ar/normativaba/norma/513368
EX-2017-15468272-SSAPAC,205.0,1,433/16,gasto,2020-03-27,2020-04-02,01-02-2020,29-02-2020,Servicio deTraslado jornada extendida,Servicio deTraslado de los Técnicos de Laboratorio,6000.0,ARS,,,,288000.0,ARS,624000.0,,SUBSECRETARÍA ATENCIÓN PRIMARIA AMBULATORIA Y COMUNITARIA,transportes el sol,27-16213814-1,https://boletinoficial.buenosaires.gob.ar/normativaba/norma/513368
EX-2020-09072045-GCABA-DGATP,206.0,1.0,433/16,gasto,2020-03-27,2020-04-02,01-02-2020,29-02-2020,servicio de provisiónde medicamentos,servicio de provisiónde medicamentos a las víctimas de la tragedia de Cromañón y sus familiares ,,,,,,2319722.33,ARS,2319722.33,,SUBSECRETARÍA ATENCIÓN PRIMARIA AMBULATORIA Y COMUNITARIA,asociacion propietarios defarmacias argentinas (asofar),,https://boletinoficial.buenosaires.gob.ar/normativaba/norma/513369
EX-2020-09072045-GCABA-DGATP,206.0,2.0,433/16,gasto,2020-03-27,2020-04-02,01-02-2020,29-02-2020,servicio de provisiónde medicamentos,servicio de provisión de medicamentos a pacientes del Programa Incluir Salud,,,,,,2319722.33,ARS,2319722.33,,SUBSECRETARÍA ATENCIÓN PRIMARIA AMBULATORIA Y COMUNITARIA,asociacion propietarios defarmacias argentinas (asofar),,https://boletinoficial.buenosaires.gob.ar/normativaba/norma/513369
EE-2020-05368546-DGABS,207.0,1.0,433/16,gasto,2020-03-27,2020-04-02,,,INMUNOGLOBULINA HUMANA,INMUNOGLOBULINA HUMANA,,,500.0,gr,2148000.0,2148000.0,ARS,3360500.0,,SUBSECRETARIA PLANIFICACION SANITARIA Y GESTION EN RED,medifarm s.a,,https://boletinoficial.buenosaires.gob.ar/normativaba/norma/513393
EE-2020-05368546-DGABS,412.0,2,433/16,gasto,2020-03-27,2020-04-02,,,INMUNOGLOBULINA HUMANA,INMUNOGLOBULINA HUMANA,,,250.0,gr,1212500.0,1212500.0,ARS,3360500.0,,SUBSECRETARIA PLANIFICACION SANITARIA Y GESTION EN RED,suizo argentina s.a,,https://boletinoficial.buenosaires.gob.ar/normativaba/norma/513393
EE-2020-04509290-DGABS,208.0,1.0,433/16,gasto,2020-03-27,2020-04-02,,,"TREPROSTINIL de 0,6 mg./ml. en ampolla x 2,9 ml.","TREPROSTINIL de0,6 mg./ml. en ampolla x 2,9 ml. -NNE 3113324",,,28.0,ampollas,1046400.0,1046400.0,ARS,3206000.0,,SUBSECRETARIA PLANIFICACION SANITARIA Y GESTION EN RED,prisal group s.a,,https://boletinoficial.buenosaires.gob.ar/normativaba/norma/513395
EE-2020-04509290-DGABS,411.0,2,433/16,gasto,2020-03-27,2020-04-02,,,IMIGLUCERASA 400U VIAL ,IMIGLUCERASA 400U VIAL -NNE 9113941,,,18.0,ampollas,2160000.0,2160000.0,ARS,3206000.0,,SUBSECRETARIA PLANIFICACION SANITARIA Y GESTION EN RED,suizo argentina s.a,,https://boletinoficial.buenosaires.gob.ar/normativaba/norma/513395
EE-09158115-MSGC,209.0,1.0,433/16,gasto,2020-03-27,2020-04-02,01-02-2020,29-02-2020,Servicio de Limpieza,"Servicio de Limpieza en el Hospital Infanto Juvenil ""Dra. Carolina Tobar García""",,,,,,1912696.06,ARS,1912696.06,,SUBSECRETARIA DE ADMINISTRACION DEL SISTEMA DE SALUD,gente de limpieza s.a,,https://boletinoficial.buenosaires.gob.ar/normativaba/norma/513424
EE-2020-06970499-DGABS,210.0,1.0,433/16,gasto,2020-03-27,2020-04-02,,,ETANERCEPT 50 mg,ETANERCEPT 50 mg. - NNE 9108440,,,12.0,jeringas,149849.88,149849.88,ARS,149849.88,,SUBSECRETARIA DE ADMINISTRACION DEL SISTEMA DE SALUD,medifarm s.a,,https://boletinoficial.buenosaires.gob.ar/normativaba/norma/513430
EE-2020-8121053-HGACD,211.0,1.0,433/16,gasto,2020-03-27,2020-04-07,,,Anticuerpos AntiAntígenos Leucocitarios Humanos,Anticuerpos AntiAntígenos Leucocitarios Humanos,,,,,1252595.0,1252595.0,ARS,1252595.0,,DIRECCIÓN GENERAL HOSPITALES,tecnolab s.a,,https://boletinoficial.buenosaires.gob.ar/normativaba/norma/513864
